Date,Manufacturer,Category,Region,Production_Volume,Average_Price,GDP_Growth,Steel_Price,Oil_Price,Interest_Rate,US_Tariff_Rate,US_EV_Subsidy,EV_Share
2010-01-31,Hyundai-Kia,Electric_Vehicles,Europe,1179,36169.42,0.0142,676.6,58.38,0.026,0.025,7500,0.0333
2010-01-31,Hyundai-Kia,Electric_Vehicles,Asia_Pacific,1547,37380.61,0.0186,680.49,65.09,0.0296,0.025,7500,0.0333
2010-01-31,Hyundai-Kia,Electric_Vehicles,China,1469,38375.1,0.0236,668.64,68.0,0.0365,0.025,7500,0.0333
2010-01-31,Stellantis,Passenger_Cars,North_America,16855,26151.02,0.0104,710.34,79.0,0.0309,0.025,7500,0.0333
2010-01-31,Stellantis,Passenger_Cars,Europe,21845,27692.09,0.0128,695.33,84.41,0.0171,0.025,7500,0.0333
2010-01-31,Stellantis,Passenger_Cars,Asia_Pacific,24730,27283.88,0.0278,716.7,71.06,0.0334,0.025,7500,0.0333
2010-01-31,Stellantis,Passenger_Cars,China,33937,28001.97,0.0173,654.57,68.58,0.0273,0.025,7500,0.0333
2010-01-31,Stellantis,Commercial_Vehicles,North_America,5768,47467.23,0.017,724.35,69.99,0.0282,0.025,7500,0.0333
2010-01-31,Stellantis,Commercial_Vehicles,Europe,6911,46356.5,0.017,719.94,77.77,0.0243,0.025,7500,0.0333
2010-01-31,Stellantis,Commercial_Vehicles,Asia_Pacific,7156,46688.8,0.018,663.23,85.39,0.0346,0.025,7500,0.0333
2010-01-31,Stellantis,Commercial_Vehicles,China,8208,46719.53,0.0238,699.43,51.79,0.0281,0.025,7500,0.0333
2010-01-31,Stellantis,Electric_Vehicles,North_America,1000,40681.12,0.0228,712.28,78.8,0.0283,0.025,7500,0.0333
2010-01-31,Stellantis,Electric_Vehicles,Europe,1036,40931.11,0.0188,704.45,77.18,0.0271,0.025,7500,0.0333
2010-01-31,Stellantis,Electric_Vehicles,Asia_Pacific,1214,41428.13,0.0152,666.13,61.84,0.031,0.025,7500,0.0333
2010-01-31,Stellantis,Electric_Vehicles,China,1512,42024.62,0.0229,681.42,64.05,0.0356,0.025,7500,0.0333
2010-01-31,GM,Passenger_Cars,North_America,23178,24801.98,0.0244,688.17,67.01,0.0239,0.025,7500,0.0333
2010-01-31,GM,Passenger_Cars,Europe,28320,26250.84,0.016,623.93,71.11,0.0268,0.025,7500,0.0333
2010-01-31,GM,Passenger_Cars,Asia_Pacific,33342,25014.76,0.0223,674.73,73.36,0.024,0.025,7500,0.0333
2010-01-31,GM,Passenger_Cars,China,40346,25364.44,0.0229,681.41,71.28,0.0313,0.025,7500,0.0333
2010-01-31,GM,Commercial_Vehicles,North_America,6795,43716.51,0.0151,677.38,79.36,0.0294,0.025,7500,0.0333
2010-01-31,GM,Commercial_Vehicles,Europe,9151,43983.96,0.0239,675.05,82.91,0.0251,0.025,7500,0.0333
2010-01-31,GM,Commercial_Vehicles,Asia_Pacific,11405,44945.23,0.025,663.16,62.42,0.0333,0.025,7500,0.0333
2010-01-31,GM,Commercial_Vehicles,China,12642,46173.22,0.0136,674.28,83.33,0.035,0.025,7500,0.0333
2010-01-31,GM,Electric_Vehicles,North_America,1011,42512.89,0.009,718.83,76.46,0.0285,0.025,7500,0.0333
2010-01-31,GM,Electric_Vehicles,Europe,1511,40852.66,0.0228,686.64,50.03,0.0306,0.025,7500,0.0333
2010-01-31,GM,Electric_Vehicles,Asia_Pacific,1640,40377.48,0.0209,674.46,83.03,0.0341,0.025,7500,0.0333
2010-01-31,GM,Electric_Vehicles,China,1948,40045.44,0.0226,665.96,77.85,0.0273,0.025,7500,0.0333
2010-02-28,Toyota,Passenger_Cars,North_America,28929,27060.27,0.0115,716.93,61.9,0.0313,0.025,7500,0.0333
2010-02-28,Toyota,Passenger_Cars,Europe,35672,27137.06,0.0283,687.48,62.45,0.0325,0.025,7500,0.0333
2010-02-28,Toyota,Passenger_Cars,Asia_Pacific,44347,27464.09,0.0134,753.67,72.12,0.0294,0.025,7500,0.0333
2010-02-28,Toyota,Passenger_Cars,China,44949,28139.04,0.0248,719.29,72.77,0.0343,0.025,7500,0.0333
2010-02-28,Toyota,Commercial_Vehicles,North_America,8705,50506.21,0.0232,722.61,71.65,0.0329,0.025,7500,0.0333
2010-02-28,Toyota,Commercial_Vehicles,Europe,12965,51384.15,0.0172,715.62,70.93,0.0322,0.025,7500,0.0333
2010-02-28,Toyota,Commercial_Vehicles,Asia_Pacific,11274,49626.86,0.0177,711.17,56.86,0.0257,0.025,7500,0.0333
2010-02-28,Toyota,Commercial_Vehicles,China,13929,51505.28,0.0209,706.81,67.71,0.024,0.025,7500,0.0333
2010-02-28,Toyota,Electric_Vehicles,North_America,1861,42012.22,0.0163,727.75,70.49,0.0275,0.025,7500,0.0333
2010-02-28,Toyota,Electric_Vehicles,Europe,1999,44545.72,0.0226,747.94,77.38,0.0293,0.025,7500,0.0333
2010-02-28,Toyota,Electric_Vehicles,Asia_Pacific,2577,45433.4,0.0246,730.48,66.75,0.0306,0.025,7500,0.0333
2010-02-28,Toyota,Electric_Vehicles,China,2877,40698.72,0.0232,662.84,81.41,0.0327,0.025,7500,0.0333
2010-02-28,Volkswagen,Passenger_Cars,North_America,32166,28348.61,0.0179,688.07,61.09,0.0278,0.025,7500,0.0333
2010-02-28,Volkswagen,Passenger_Cars,Europe,36428,27462.68,0.0217,657.3,77.65,0.0305,0.025,7500,0.0333
2010-02-28,Volkswagen,Passenger_Cars,Asia_Pacific,45384,28360.61,0.028,746.09,73.13,0.0302,0.025,7500,0.0333
2010-02-28,Volkswagen,Passenger_Cars,China,49345,28951.23,0.0245,718.69,72.45,0.0337,0.025,7500,0.0333
2010-02-28,Volkswagen,Commercial_Vehicles,North_America,8840,53133.68,0.0213,747.35,85.71,0.0306,0.025,7500,0.0333
2010-02-28,Volkswagen,Commercial_Vehicles,Europe,11391,49919.46,0.0181,705.49,52.43,0.0304,0.025,7500,0.0333
2010-02-28,Volkswagen,Commercial_Vehicles,Asia_Pacific,13214,50970.19,0.0211,678.52,71.3,0.0333,0.025,7500,0.0333
2010-02-28,Volkswagen,Commercial_Vehicles,China,15465,50893.73,0.0204,674.32,64.82,0.0302,0.025,7500,0.0333
2010-02-28,Volkswagen,Electric_Vehicles,North_America,1670,46606.17,0.0216,679.59,64.67,0.0337,0.025,7500,0.0333
2010-02-28,Volkswagen,Electric_Vehicles,Europe,1940,46861.43,0.0202,716.93,75.35,0.0349,0.025,7500,0.0333
2010-02-28,Volkswagen,Electric_Vehicles,Asia_Pacific,2055,46577.18,0.0231,744.83,60.9,0.0421,0.025,7500,0.0333
2010-02-28,Volkswagen,Electric_Vehicles,China,2612,46093.19,0.025,694.82,96.71,0.0298,0.025,7500,0.0333
2010-02-28,Ford,Passenger_Cars,North_America,19847,24352.66,0.0316,716.07,70.8,0.0234,0.025,7500,0.0333
2010-02-28,Ford,Passenger_Cars,Europe,25170,25449.52,0.0256,667.14,76.83,0.0159,0.025,7500,0.0333
2010-02-28,Ford,Passenger_Cars,Asia_Pacific,36813,25565.98,0.0198,677.14,91.14,0.0351,0.025,7500,0.0333
2010-02-28,Ford,Passenger_Cars,China,39220,25764.79,0.0201,711.88,67.73,0.027,0.025,7500,0.0333
2010-02-28,Ford,Commercial_Vehicles,North_America,6721,45242.15,0.0167,745.27,93.46,0.03,0.025,7500,0.0333
2010-02-28,Ford,Commercial_Vehicles,Europe,8833,46268.54,0.0129,723.0,89.86,0.0278,0.025,7500,0.0333
2010-02-28,Ford,Commercial_Vehicles,Asia_Pacific,10648,46714.99,0.0234,699.63,77.57,0.0284,0.025,7500,0.0333
2010-02-28,Ford,Commercial_Vehicles,China,11274,45537.01,0.0182,711.18,93.23,0.03,0.025,7500,0.0333
2010-02-28,Ford,Electric_Vehicles,North_America,1354,39411.99,0.0163,720.75,89.7,0.0349,0.025,7500,0.0333
2010-02-28,Ford,Electric_Vehicles,Europe,1418,39700.49,0.0258,732.53,77.61,0.0381,0.025,7500,0.0333
2010-02-28,Ford,Electric_Vehicles,Asia_Pacific,1537,39406.52,0.0154,744.66,81.55,0.0321,0.025,7500,0.0333
2010-02-28,Ford,Electric_Vehicles,China,1933,36635.61,0.0218,755.05,89.38,0.0386,0.025,7500,0.0333
2010-02-28,Hyundai-Kia,Passenger_Cars,North_America,20495,22872.84,0.0186,671.16,83.39,0.0348,0.025,7500,0.0333
2010-02-28,Hyundai-Kia,Passenger_Cars,Europe,29203,22945.33,0.0263,714.76,94.11,0.0253,0.025,7500,0.0333
2010-02-28,Hyundai-Kia,Passenger_Cars,Asia_Pacific,30940,23226.21,0.017,722.55,68.2,0.0284,0.025,7500,0.0333
2010-02-28,Hyundai-Kia,Passenger_Cars,China,33253,23069.69,0.0111,661.96,73.2,0.0314,0.025,7500,0.0333
2010-02-28,Hyundai-Kia,Commercial_Vehicles,North_America,5855,40084.18,0.0162,739.17,83.2,0.025,0.025,7500,0.0333
2010-02-28,Hyundai-Kia,Commercial_Vehicles,Europe,8129,40255.22,0.0194,655.5,59.09,0.0314,0.025,7500,0.0333
2010-02-28,Hyundai-Kia,Commercial_Vehicles,Asia_Pacific,9501,41236.2,0.0202,725.0,68.36,0.0332,0.025,7500,0.0333
2010-02-28,Hyundai-Kia,Commercial_Vehicles,China,10028,40158.23,0.0218,692.31,57.17,0.0388,0.025,7500,0.0333
2010-02-28,Hyundai-Kia,Electric_Vehicles,North_America,1021,36819.29,0.0152,699.0,71.49,0.0329,0.025,7500,0.0333
2010-02-28,Hyundai-Kia,Electric_Vehicles,Europe,1328,36712.15,0.013,668.51,66.24,0.0376,0.025,7500,0.0333
2010-02-28,Hyundai-Kia,Electric_Vehicles,Asia_Pacific,1577,35751.95,0.0172,691.28,77.88,0.0264,0.025,7500,0.0333
2010-02-28,Hyundai-Kia,Electric_Vehicles,China,1817,36527.22,0.0129,708.27,78.57,0.027,0.025,7500,0.0333
2010-02-28,Stellantis,Passenger_Cars,North_America,20318,26142.83,0.0206,723.41,67.24,0.0396,0.025,7500,0.0333
2010-02-28,Stellantis,Passenger_Cars,Europe,23588,26267.63,0.0185,737.94,60.68,0.0363,0.025,7500,0.0333
2010-02-28,Stellantis,Passenger_Cars,Asia_Pacific,31269,25836.22,0.0306,721.57,82.32,0.0334,0.025,7500,0.0333
2010-02-28,Stellantis,Passenger_Cars,China,29357,25627.47,0.02,745.9,72.31,0.029,0.025,7500,0.0333
2010-02-28,Stellantis,Commercial_Vehicles,North_America,5097,45918.03,0.0166,729.74,72.42,0.0316,0.025,7500,0.0333
2010-02-28,Stellantis,Commercial_Vehicles,Europe,6939,44174.22,0.0206,689.21,75.1,0.0275,0.025,7500,0.0333
2010-02-28,Stellantis,Commercial_Vehicles,Asia_Pacific,9102,48763.67,0.0221,719.03,73.24,0.0352,0.025,7500,0.0333
2010-02-28,Stellantis,Commercial_Vehicles,China,9777,45152.26,0.0262,667.44,73.2,0.0264,0.025,7500,0.0333
2010-02-28,Stellantis,Electric_Vehicles,North_America,1084,41868.27,0.0247,706.8,71.01,0.0316,0.025,7500,0.0333
2010-02-28,Stellantis,Electric_Vehicles,Europe,1155,40429.7,0.0178,695.36,74.1,0.0308,0.025,7500,0.0333
2010-02-28,Stellantis,Electric_Vehicles,Asia_Pacific,1367,43718.08,0.0184,702.05,67.64,0.0324,0.025,7500,0.0333
2010-02-28,Stellantis,Electric_Vehicles,China,1712,43744.02,0.0168,691.29,74.51,0.0263,0.025,7500,0.0333
2010-02-28,GM,Passenger_Cars,North_America,25467,25411.58,0.013,711.27,80.87,0.0356,0.025,7500,0.0333
2010-02-28,GM,Passenger_Cars,Europe,31533,25101.51,0.0205,747.09,50.47,0.033,0.025,7500,0.0333
2010-02-28,GM,Passenger_Cars,Asia_Pacific,33321,23660.51,0.0218,724.19,75.34,0.0302,0.025,7500,0.0333
2010-02-28,GM,Passenger_Cars,China,37949,25647.13,0.0157,704.43,72.66,0.0265,0.025,7500,0.0333
2010-02-28,GM,Commercial_Vehicles,North_America,6441,46716.36,0.0224,743.14,70.94,0.0324,0.025,7500,0.0333
2010-02-28,GM,Commercial_Vehicles,Europe,8591,45093.75,0.0129,721.76,70.21,0.037,0.025,7500,0.0333
2010-02-28,GM,Commercial_Vehicles,Asia_Pacific,10930,45277.02,0.0202,714.72,78.47,0.0372,0.025,7500,0.0333
2010-02-28,GM,Commercial_Vehicles,China,11983,45288.63,0.023,740.3,77.33,0.0319,0.025,7500,0.0333
2010-02-28,GM,Electric_Vehicles,North_America,1446,40310.21,0.0262,740.0,70.33,0.0383,0.025,7500,0.0333
2010-02-28,GM,Electric_Vehicles,Europe,1578,40131.71,0.0062,717.86,81.99,0.0286,0.025,7500,0.0333
2010-02-28,GM,Electric_Vehicles,Asia_Pacific,1806,41688.51,0.022,761.41,90.27,0.0319,0.025,7500,0.0333
2010-02-28,GM,Electric_Vehicles,China,1994,41535.32,0.0222,651.59,63.04,0.0327,0.025,7500,0.0333
2010-03-31,Toyota,Passenger_Cars,North_America,31433,27939.95,0.0185,744.76,65.65,0.0363,0.025,7500,0.0333
2010-03-31,Toyota,Passenger_Cars,Europe,40718,27773.3,0.019,687.4,68.62,0.0262,0.025,7500,0.0333
2010-03-31,Toyota,Passenger_Cars,Asia_Pacific,43510,26861.72,0.0271,697.69,77.39,0.0327,0.025,7500,0.0333
2010-03-31,Toyota,Passenger_Cars,China,49678,27793.87,0.021,713.37,88.75,0.0277,0.025,7500,0.0333
2010-03-31,Toyota,Commercial_Vehicles,North_America,10642,50068.11,0.0187,745.58,74.01,0.0324,0.025,7500,0.0333
2010-03-31,Toyota,Commercial_Vehicles,Europe,11545,49053.78,0.0244,741.75,91.68,0.036,0.025,7500,0.0333
2010-03-31,Toyota,Commercial_Vehicles,Asia_Pacific,15136,49899.15,0.0218,758.58,81.62,0.0329,0.025,7500,0.0333
2010-03-31,Toyota,Commercial_Vehicles,China,14037,50103.71,0.0175,705.03,74.58,0.0294,0.025,7500,0.0333
2010-03-31,Toyota,Electric_Vehicles,North_America,1661,45641.29,0.0224,734.67,66.18,0.0334,0.025,7500,0.0333
2010-03-31,Toyota,Electric_Vehicles,Europe,2062,43313.88,0.0261,678.59,76.98,0.0345,0.025,7500,0.0333
2010-03-31,Toyota,Electric_Vehicles,Asia_Pacific,2521,45596.69,0.0236,704.0,94.37,0.0359,0.025,7500,0.0333
2010-03-31,Toyota,Electric_Vehicles,China,2604,43665.84,0.0224,719.56,77.78,0.0321,0.025,7500,0.0333
2010-03-31,Volkswagen,Passenger_Cars,North_America,33178,27767.18,0.0278,742.04,87.1,0.0278,0.025,7500,0.0333
2010-03-31,Volkswagen,Passenger_Cars,Europe,35562,28206.32,0.0293,715.17,54.62,0.0372,0.025,7500,0.0333
2010-03-31,Volkswagen,Passenger_Cars,Asia_Pacific,43027,29200.85,0.0238,749.85,88.08,0.0397,0.025,7500,0.0333
2010-03-31,Volkswagen,Passenger_Cars,China,49827,29205.82,0.0293,692.96,85.22,0.0287,0.025,7500,0.0333
2010-03-31,Volkswagen,Commercial_Vehicles,North_America,8833,53376.25,0.0223,741.16,74.91,0.0399,0.025,7500,0.0333
2010-03-31,Volkswagen,Commercial_Vehicles,Europe,11378,52082.48,0.0275,732.74,92.72,0.0377,0.025,7500,0.0333
2010-03-31,Volkswagen,Commercial_Vehicles,Asia_Pacific,12403,52514.37,0.0261,722.61,80.66,0.0324,0.025,7500,0.0333
2010-03-31,Volkswagen,Commercial_Vehicles,China,15072,49901.92,0.0149,701.78,73.88,0.0351,0.025,7500,0.0333
2010-03-31,Volkswagen,Electric_Vehicles,North_America,1582,44601.14,0.0258,703.38,88.2,0.0335,0.025,7500,0.0333
2010-03-31,Volkswagen,Electric_Vehicles,Europe,1818,47127.89,0.0298,767.06,78.68,0.0363,0.025,7500,0.0333
2010-03-31,Volkswagen,Electric_Vehicles,Asia_Pacific,2349,45266.97,0.0339,724.91,83.87,0.0354,0.025,7500,0.0333
2010-03-31,Volkswagen,Electric_Vehicles,China,2927,45495.31,0.0185,752.45,66.01,0.0371,0.025,7500,0.0333
2010-03-31,Ford,Passenger_Cars,North_America,24205,25565.21,0.0279,710.33,81.25,0.0339,0.025,7500,0.0333
2010-03-31,Ford,Passenger_Cars,Europe,27385,24378.1,0.024,732.56,48.73,0.0302,0.025,7500,0.0333
2010-03-31,Ford,Passenger_Cars,Asia_Pacific,33470,25434.62,0.0184,753.04,88.76,0.0396,0.025,7500,0.0333
2010-03-31,Ford,Passenger_Cars,China,41964,24904.95,0.0167,747.86,86.3,0.0289,0.025,7500,0.0333
2010-03-31,Ford,Commercial_Vehicles,North_America,7173,46328.31,0.0232,687.08,67.28,0.0324,0.025,7500,0.0333
2010-03-31,Ford,Commercial_Vehicles,Europe,9389,45252.05,0.0207,725.92,79.37,0.0347,0.025,7500,0.0333
2010-03-31,Ford,Commercial_Vehicles,Asia_Pacific,12349,44656.19,0.0226,685.61,82.98,0.0282,0.025,7500,0.0333
2010-03-31,Ford,Commercial_Vehicles,China,11624,45273.03,0.0205,705.4,84.92,0.0374,0.025,7500,0.0333
2010-03-31,Ford,Electric_Vehicles,North_America,1294,37423.47,0.0214,747.01,74.53,0.0404,0.025,7500,0.0333
2010-03-31,Ford,Electric_Vehicles,Europe,1518,41749.87,0.0237,731.22,79.18,0.0341,0.025,7500,0.0333
2010-03-31,Ford,Electric_Vehicles,Asia_Pacific,1789,39547.91,0.0279,711.01,87.58,0.0373,0.025,7500,0.0333
2010-03-31,Ford,Electric_Vehicles,China,1881,41080.71,0.0192,709.19,91.53,0.0392,0.025,7500,0.0333
2010-03-31,Hyundai-Kia,Passenger_Cars,North_America,21769,22475.62,0.0296,773.91,79.2,0.0414,0.025,7500,0.0333
2010-03-31,Hyundai-Kia,Passenger_Cars,Europe,27235,22466.3,0.0193,756.04,93.16,0.0288,0.025,7500,0.0333
2010-03-31,Hyundai-Kia,Passenger_Cars,Asia_Pacific,32627,22692.61,0.0194,703.12,71.92,0.0297,0.025,7500,0.0333
2010-03-31,Hyundai-Kia,Passenger_Cars,China,30041,23658.36,0.0247,739.75,79.34,0.0276,0.025,7500,0.0333
2010-03-31,Hyundai-Kia,Commercial_Vehicles,North_America,6346,40346.12,0.0233,781.44,66.95,0.0342,0.025,7500,0.0333
2010-03-31,Hyundai-Kia,Commercial_Vehicles,Europe,8934,39502.83,0.0177,724.92,96.47,0.0388,0.025,7500,0.0333
2010-03-31,Hyundai-Kia,Commercial_Vehicles,Asia_Pacific,8303,40072.95,0.0215,716.43,84.91,0.0355,0.025,7500,0.0333
2010-03-31,Hyundai-Kia,Commercial_Vehicles,China,11122,39883.46,0.0289,721.86,73.29,0.0355,0.025,7500,0.0333
2010-03-31,Hyundai-Kia,Electric_Vehicles,North_America,1025,35637.62,0.0248,729.39,77.62,0.0362,0.025,7500,0.0333
2010-03-31,Hyundai-Kia,Electric_Vehicles,Europe,1349,34562.68,0.0175,700.22,74.0,0.0231,0.025,7500,0.0333
2010-03-31,Hyundai-Kia,Electric_Vehicles,Asia_Pacific,1865,36535.44,0.0292,719.21,91.67,0.034,0.025,7500,0.0333
2010-03-31,Hyundai-Kia,Electric_Vehicles,China,1971,34671.18,0.0274,700.29,83.48,0.027,0.025,7500,0.0333
2010-03-31,Stellantis,Passenger_Cars,North_America,17399,25932.86,0.0366,701.03,79.98,0.0327,0.025,7500,0.0333
2010-03-31,Stellantis,Passenger_Cars,Europe,22716,26441.89,0.0177,715.24,95.17,0.0266,0.025,7500,0.0333
2010-03-31,Stellantis,Passenger_Cars,Asia_Pacific,29096,26997.87,0.019,736.77,88.8,0.0283,0.025,7500,0.0333
2010-03-31,Stellantis,Passenger_Cars,China,35416,26187.44,0.0199,749.0,91.66,0.0345,0.025,7500,0.0333
2010-03-31,Stellantis,Commercial_Vehicles,North_America,5428,45710.0,0.0204,722.76,72.04,0.0301,0.025,7500,0.0333
2010-03-31,Stellantis,Commercial_Vehicles,Europe,7609,44405.64,0.0176,644.09,84.51,0.0275,0.025,7500,0.0333
2010-03-31,Stellantis,Commercial_Vehicles,Asia_Pacific,9207,48492.47,0.0261,720.0,83.57,0.0328,0.025,7500,0.0333
2010-03-31,Stellantis,Commercial_Vehicles,China,9339,44196.03,0.0256,673.75,81.86,0.0397,0.025,7500,0.0333
2010-03-31,Stellantis,Electric_Vehicles,North_America,1152,40948.94,0.0271,707.42,87.54,0.0441,0.025,7500,0.0333
2010-03-31,Stellantis,Electric_Vehicles,Europe,1145,41664.58,0.0274,714.29,87.07,0.0315,0.025,7500,0.0333
2010-03-31,Stellantis,Electric_Vehicles,Asia_Pacific,1455,42513.59,0.0282,748.45,80.56,0.0286,0.025,7500,0.0333
2010-03-31,Stellantis,Electric_Vehicles,China,1539,42169.59,0.0179,733.21,72.83,0.0335,0.025,7500,0.0333
2010-03-31,GM,Passenger_Cars,North_America,27728,24867.99,0.028,667.16,90.17,0.0361,0.025,7500,0.0333
2010-03-31,GM,Passenger_Cars,Europe,25396,25647.14,0.0185,690.56,95.45,0.0342,0.025,7500,0.0333
2010-03-31,GM,Passenger_Cars,Asia_Pacific,42439,24859.68,0.017,674.31,78.42,0.0363,0.025,7500,0.0333
2010-03-31,GM,Passenger_Cars,China,38837,24702.18,0.0325,763.11,91.09,0.0312,0.025,7500,0.0333
2010-03-31,GM,Commercial_Vehicles,North_America,7912,43865.54,0.0221,645.14,80.74,0.0306,0.025,7500,0.0333
2010-03-31,GM,Commercial_Vehicles,Europe,8503,45023.27,0.0311,760.84,87.27,0.0384,0.025,7500,0.0333
2010-03-31,GM,Commercial_Vehicles,Asia_Pacific,11140,47410.41,0.0353,726.12,67.69,0.031,0.025,7500,0.0333
